Glosse	Nr	Stichwörter	Bedeutungen	Einheit	Untereinheit	BS	BE	LU	SG	ZH	Movie	Stufe
anders	473	'anders, andere, unterschiedlich, verschieden, andersartig, verschiedenartig'	'(Adj. / Adv.) anders, andere, unterschiedlich, nicht gleich, verschieden, andersartig, verschiedenartig  z.B. - eine andere Meinung haben - ein anderes Auto haben  '	2	c	•	•	•	•	•	473	1
blau	785	'blau, Blau'	(Adj.) blau (Farbe)  (N.) Blau   	2	c	•	•	•	•	•	785	1
braun_1	788	'braun, Braun'	(Adj.) braun (N) Braun (Farbe)  Oft gebrauchte Kombinationen: HELL BRAUN DUNKEL BRAUN  	2	c		•	•	•	•	788	1
braun_2	4640	'braun, Braun'	(Adj.) braun (N) Braun (Farbe)  Oft gebrauchte Kombinationen: HELL BRAUN DUNKEL BRAUN	2	c	•					4640	1
dreiunddreissig	1937	'33, dreiunddreissig'	(Zahlwort) dreiunddreissig (33)	2	c	•	•	•	•	•	1937	1
dunkel_1	2352	'dunkel, düster'	'(Adj.) dunkel, düster  z.B. Nacht, Strasse, Zimmer, Kleider, Haare, Farbe'	2	c	•		•		•	2352	1
dunkel_2	4490	'dunkel, dunkeln, verdunkeln'	'(Adj.) dunkel  (V.) dunkeln, es dunkelt, dunkel machen  z.B. - Das Zimmer verdunkeln, indem man die Rollladen runterlässt. - es dunkelt, wird dunkel, wird langsam Nacht'	2	c				•		4490	1
dunkel_3	8706	'dunkel, dunkeln, verdunkeln'	'(Adj.) dunkel  (V.) dunkeln, es dunkelt, dunkel machen  z.B. - Das Zimmer verdunkeln, indem man die Rollladen runterlässt. - es dunkelt, wird dunkel, wird langsam Nacht'	2	c		•				8706	1
einunddreissig	1929	'31, einunddreissig '	(Zahlwort) einunddreissig (31)	2	c	•	•	•	•	•	1929	1
Farbe	1060	'Farbe, Farben'	'(N.) Farbe, Farben (Oberbegriff)  z.B. die Farben rot, grün, blau'	2	c	•	•	•	•	•	1060	1
fünfunddreissig	1939	'35, fünfunddreissig'	(Zahlwort) fünfunddreissig (35)	2	c	•	•	•	•	•	1939	1
gehen_a	5314	'gehen, laufen'	'(V.+N.) gehen, laufen (zu Fuss, Mensch)  '	2	c	•	•	•	•	•	5314	1
gehen_b	7002	'gehen, hingehen'	'(V.+Adv.) gehen, hingehen zu bestimmtem Ort/Ziel  Ziel / Bestimmungsort oft nur mit Mundbild angezeigt  z.B. - ins Spital gehen = GEHEN (+ Mundbild Spital) - zum Fussballspiel gehen = GEHEN (+ Mundbild Fussball)  '	2	c	•	•	•	•	•	7002	1
gehen_c	377	'gehen, weggehen'	'(V.) gehen, weggehen'	2	c	•	•	•	•	•	377	1
gelb	786	'gelb, Gelb'	(Adj.) gelb (Farbe)  (N.) Gelb	2	c	•	•	•	•	•	786	1
Glace_1	520	'Glace, Eiscreme, Speiseeis, Eis'	'(N.) Glace, Eiscreme, Speiseeis, Eis (Dessert)'	2	c	•	•	•		•	520	1
Glace_2	8758	'Glace, Eiscreme, Speiseeis, Eis'	'(N.) Glace, Eiscreme, Speiseeis, Eis (Dessert)'	2	c				•		8758	1
gleich	141	'gleich, identisch'	'(Adj.) gleich, haargenau gleich, genau gleich, identisch  z.B. Zwillinge sehen oft haargenau gleich aus.'	2	c	•	•	•	•	•	141	1
grau_1	1061	'grau, gräulich, Grau'	'(Adj.) grau, gräulich (Farbe)  (N.) Grau'	2	c	•			•	•	1061	1
grau_2	8708	'grau, gräulich, Grau'	'(Adj.) grau, gräulich (Farbe)  (N.) Grau'	2	c		•	•			8708	1
grün_1	792	'grün, Grün'	(Adj.) grün (Farbe)  (N.) Grün  	2	c		•	•	•	•	792	1
grün_2	4699	'grün, Grün'	(Adj.) grün (Farbe)  (N.) Grün	2	c	•					4699	1
hell	2810	'hell, freundlich'	'(Adj.) hell, freundlich (z.B. Wetter, Kleidung, Lichtverhältnisse)  z.B. - heute ist ein heller und freundlicher Tag, keine Wolken, die Sonne scheint - sie träg immer helle Kleidung - in diesem Raum ist es hell und freundlich, nicht düster'	2	c	•	•	•	•	•	2810	1
hören	284	'hören, vernehmen, wahrnehmen'	'(V.) hören, vernehmen, wahrnehmen (Gegenwart)  z.B. ein Geräusch wahrnehmen   '	2	c	•	•	•	•	•	284	1
Hut_a	2547	'Hut, Herrenhut'	'(N.) Hut, Herrenhut (Männer)'	2	c	•	•	•	•	•	2547	1
Hut_b	4705	'Hut, Herrenhut'	'(N.) Hut, Herrenhut (Männer)'	2	c	•	•	•	•	•	4705	1
lesen_1	299	lesen	(V.) lesen  Notiz: auch Schulfach 'Lesen'	2	c	•	•	•		•	299	1
lesen_2	4530	lesen	(V.) lesen  Notiz: auch Schulfach 'Lesen'	2	c				•		4530	1
neununddreissig	1941	'39, neununddreissig'	(Zahlwort) neununddreissig (39)	2	c	•	•	•	•	•	1941	1
orange	790	'orange, Orange'	(Adj.) orange (Farbe)  (N.) Orange (Farbe)  (N.) Orange (Frucht)	2	c	•	•	•	•	•	790	1
rosa_1	791	'rosa, Rosa'	(Adj.) rosa (Farbe)  (N.) Rosa	2	c		•	•	•	•	791	1
rosa_2	4739	'rosa, Rosa'	(Adj.) rosa (Farbe)  (N.) Rosa	2	c	•					4739	1
rot_1	794	'rot, Rot'	(Adj.) rot (Farbe)  (N.) Rot	2	c	•	•			•	794	1
rot_2	8271	'rot, Rot'	(Adj.) rot (Farbe)  (N.) Rot     	2	c			•			8271	1
rot_3	4542	'rot, Rot'	(Adj.) rot (Farbe)  (N.) Rot	2	c				•		4542	1
schauen_a1	5503	'schauen, blicken'	'(V. intransitiv) schauen, blicken'	2	c		•	•		•	5503	1
schauen_a2	4742	'schauen, blicken'	'(V. intransitiv) schauen, blicken'	2	c	•			•		4742	1
schauen_b	235	'schauen, anschauen, zuschauen, <Blick>'	'(V. transitiv) schauen, anschauen, zuschauen (etwas bestimmtes)  Notiz: auch möglich als Nomen ''der Blick''; Liebe auf den ersten Blick, in DSGS einmal betont SCHAUEN!'	2	c	•	•	•	•	•	235	1
schon	5141	'schon, bereits'	'(Adv.) schon (Zeit), bereits  z.B. schon vorbei, bereits erledigt'	2	c	•	•	•	•	•	5141	1
schwarz_1	789	'schwarz, Schwarz'	'(Adj.) schwarz (Farbe)  (N.) Schwarz  Notiz: als Redewendung in Anführungszeichen, kann SCHWARZ auch für 'schwarz arbeiten', illegal arbeiten, arbeiten ohne Bewilligung verwendet werden.'	2	c		•	•		•	789	1
schwarz_2	4745	'schwarz, Schwarz'	'(Adj.) schwarz (Farbe)  (N.) Schwarz  Notiz: als Redewendung in Anführungszeichen, kann SCHWARZ auch für 'schwarz arbeiten', illegal arbeiten, arbeiten ohne Bewilligung verwendet werden.'	2	c	•			•		4745	1
sechsunddreissig	1931	'36, sechsunddreissig'	(Zahlwort) sechsunddreissig (36)	2	c	•	•	•	•	•	1931	1
siebenunddreissig	1940	'37, siebenunddreissig'	(Zahlwort) siebunddreissig (37)	2	c	•	•	•	•	•	1940	1
Streife	3342	'Streifen, Streifenmunster'	'(N.) Streifen, Streifenmunster  z.B. Pullover mit Streifenmuster (s. Bild)'	2	c	•	•	•	•	•	3342	1
verrückt	56	'verrückt, unglaublich, unvorstellbar, wahnsinnig'	'(Interjektion, Rückmeldung) verrückt, unglaublich, unvorstellbar, wahnsinnig'	2	c	•	•	•	•	•	56	1
vierunddreissig	1938	'34, vierunddreissig'	(Zahlwort) vierunddreissig (34)	2	c	•	•	•	•	•	1938	1
vierzig_1	6528	'40, vierzig'	(Zahlwort) vierzig (40)	2	c	•	•	•		•	6528	1
vierzig_2	7386	'40, vierzig'	(Zahlwort) vierzig (40)	2	c				•		7386	1
violett	793	'violett, Violett'	(Adj.) violett (Farbe)  (N.) Violett	2	c	•	•	•	•	•	793	1
weiss_1	5166	'weiss, Weiss'	(Adj.) weiss (Farbe)  (N.) Weiss	2	c		•	•		•	5166	1
weiss_2	784	'weiss, Weiss'	(Adj.) weiss (Farbe)  (N.) Weiss	2	c	•			•		784	1
wie_a	138	wie 	'(Adv., Frage) wie? auf welche Art und Weise?'	2	c	•	•	•	•	•	138	1
wie_b	382	'wie, gleich, dasselbe, Gleiche, Vergleich'	'(Konj.) wie, gleich, dasselbe  (N.) Gleiche, Vergleich, 'Vergleich ziehend''	2	c	•	•	•	•	•	382	1
wo?	781	wo?	'(Adv., Fragewort) wo? (Frage nach dem Ort)'	2	c	•	•	•	•	•	781	1
zweiunddreissig	1930	'32, zweiunddreissig'	(Zahlwort) zweiunddreissig (32)	2	c	•	•	•	•	•	1930	1
achtundvierzig	1945	'48, achtundvierzig'	(Zahlwort) achtundvierzig (48)	2	d	•	•	•	•	•	1945	1
anstrengend	1949	anstrengend	(Adj.) anstrengend	2	d	•	•	•	•	•	1949	1
arbeiten	461	'arbeiten, schaffen, machen, tun, Arbeit, Beschäftigung, Job'	'(V.) arbeiten, schaffen, machen, tun   Die DSGS kennt ARBEITEN nur als Verb. In der Deutschübersetzung kann es sinngemäss auch als Nomen (eine Arbeit, Beschäftigung, Job haben) verwendet werden.'	2	d	•	•	•	•	•	461	1
bald	220	'bald, demnächst'	'(Adv.) bald, demnächst, in Kürze'	2	d	•	•	•	•	•	220	1
dreiundvierzig	1933	'43, dreiundvierzig'	(Zahlwort) dreiundvierzig (43)	2	d	•	•	•	•	•	1933	1
einfach	8203	'einfach, leicht, harmlos'	'(Adj.) einfach, leicht, harmlos, nicht schwierig'	2	d	•	•	•	•	•	8203	1
einundvierzig	1942	'41, einundvierzig'	(Zahlwort) einundvierzig (41)	2	d	•	•	•	•	•	1942	1
fünfundvierzig	1944	'45, fünfundvierzig'	(Zahlwort) fünfundvierzig (45)	2	d	•	•	•		•	1944	1
fünfzig_1	6529	'50, fünfzig'	(Zahlwort) fünfzig (50)	2	d	•	•	•		•	6529	1
fünfzig_2	8030	'50, fünfzig'	(Zahl) fünfzig (50)	2	d				•		8030	1
jetzt	51	'jetzt, momentan, augenblicklich'	'(Adv.) jetzt, momentan, augenblicklich, in diesem Moment, in diesem Augenblick     '	2	d	•	•	•	•	•	51	1
neunundvierzig	1936	'49, neunundvierzig'	(Zahlwort) neunundvierzig (49)	2	d	•	•	•	•	•	1936	1
Schulhaus_1	3305	'Schulhaus, Schulgebäude, Schule'	'(N.) Schulhaus, Schulgebäude, Schule'	2	d		•	•		•	3305	1
Schulhaus_2	4555	'Schulhaus, Schulgebäude, Schule'	'(N.) Schulhaus, Schulgebäude, Schule'	2	d	•			•		4555	1
sechsundvierzig	1946	'46, sechsundvierzig'	(Zahlwort) sechsundvierzig (46)	2	d	•	•	•	•	•	1946	1
siebenundvierzig	1935	'47, siebenundvierzig'	(Zahlwort) siebenundvierzig (47)	2	d	•	•	•	•	•	1935	1
Sozialarbeit	1951	Sozialarbeit	(N.) Sozialarbeit	2	d	•	•	•	•	•	1951	1
vierundvierzig	1934	'44, vierundvierzig'	(Zahlwort) vierundvierzig (44)	2	d	•	•	•	•	•	1934	1
zweiundvierzig	8785	'42, zweiundvierzig'	(Zahlwort) zweiundvierzig (42)	2	d	•	•	•	•	•	8785	1
achte	1927	'8., achte, achtens, Achte'	'(Ordinalzahl) achte, achtens (8.)  z.B. Preis, Rang, Stock  (N.) Achte  z.B. Er war der Achte, der sich auf diese Stelle beworben hat.'	3	a	•	•	•	•	•	1927	1
Ausgang	536	'Ausgang, Ausgangstür'	'(N.) Ausgang (räumlich) Ausgangstür, Weg hinaus  z.B. Saal-, Kino-, Theater-, Gebäude-Ausgang'	3	a	•	•	•	•	•	536	1
Büro	8516	Büro	(N.) Büro	3	a	•	•	•	•	•	8516	1
dritte	167	'3., dritte, drittens, Dritte'	'(Ordinalzahl) dritte, drittens (3.)  z.B. Preis, Rang, Stock, Wohnung, Stelle, Kind  (N.) Dritte  z.B. Er war der Dritte!'	3	a	•	•	•	•	•	167	1
Eingang	1033	'Eingang, Eintritt, Zugang'	'(N.) Eingang  z.B. Gebäude, Park  (N.) Eintritt  z.B. ins Kino, Theater  (N.) Zugang zu höherer Bildung haben, Zugang erhalten'	3	a	•	•	•	•	•	1033	1
Erdgeschoss	1755	'Erdgeschoss, Parterre'	'(N.) Erdgeschoss, Parterre (Stock, Geschoss eines Gebäudes)  z.B. Ich wohne Parterre, ich wohne im Erdgeschoss.'	3	a	•	•	•	•	•	1755	1
erste	3239	'1., erste, erstens, Erste'	'(Ordinalzahl) erste, erstens (1.)  z.B. Preis, Rang, Stock, Wohnung, Stelle, Kind  (N.) Erste  z.B. Er war der Erste!'	3	a	•	•	•	•	•	3239	1
Estrich_1	7094	'Estrich, Dachboden, Dachstock'	'(N.) Estrich, Dachboden, Dachstock'	3	a		•	•		•	7094	1
Estrich_2	4651	Estrich	(N.) Estrich	3	a	•			•		4651	1
Fenster	5080	Fenster	(N.) Fenster	3	a	•	•	•	•	•	5080	1
fünfte	1926	'5., fünfte, fünftens, Fünfte'	'(Ordinalzahl) fünfte, fünftens (5.)  z.B. Preis, Rang, Stock  (N.) Fünfte  z.B. Er war der Fünfte in der Rangliste.'	3	a	•	•	•	•	•	1926	1
Gang	466	'Gang, Hausgang, Hausflur, Korridor, Flur'	'(N.) Gang, Hausgang, Hausflur, Korridor, Flur'	3	a	•	•	•	•	•	466	1
genau 	4128	'genau, exakt, präzise'	'(Adv.) genau, exakt, präzise  (Interjektion) Genau! Ganz genau! Das ist genau so! (als Bestätigung)'	3	a	•	•	•	•	•	4128	1
hinab_a	8740	'hinab, hinabfahren, hinabgehen, hinabsteigen, abwärts'	'(Adv.) hinab, nach unten, abwärts (räumlich, Richtung)  (V.) hinabfahren, hinabgehen, hinabsteigen, nach unten gehen, sich nach unten begeben  z.B. - hinab wollen, vom Berggipfel hinab - den Lift nach unten nehmen, abwärts - die Treppe hinabsteigen'	3	a	•	•	•	•	•	8740	1
hinab_b	2812	'hinab, hinunter, abwärts, hinabfahren'	'(Adv.) hinab, hinunter, abwärts  (V.) hinabfahren'	3	a	•	•	•	•	•	2812	1
hinauf_a	2369	'hinauf, hinaufgehen, hinauffahren, hinaufsteigen'	'(Adv.) hinauf, nach oben (räumlich, Richtung)  (V.) hinaufgehen, hinauffahren, hinaufsteigen, nach oben gehen, sich nach oben begeben  z.B. - hinauf wollen, auf den Berggipfel - den Lift nach oben nehmen, aufwärts, hinauffahren - die Treppe hinaufsteigen'	3	a	•	•	•	•	•	2369	1
hinauf_b	8725	'hinauf, bergwärts'	'(Adv.) hinauf, bergwärts, aufwärts  (V.) hinauffahren  '	3	a	•	•	•	•	•	8725	1
Keller	2499	Keller	(N.) Keller  z.B. etwas aus dem Keller holen.	3	a	•	•	•	•	•	2499	1
Kopie	1989	'Kopie, kopieren'	'(N.) Kopie  (V.) kopieren  z.B. eine Kopie von etwas machen, eine Kopie, eine Fälschung, nicht echt, nicht das Original'	3	a	•	•	•	•	•	1989	1
kopieren_1	533	'kopieren, fotokopieren, Kopie, Fotokopie, Kopierapparat'	'(V.) kopieren, fotokopieren  (N.) Kopie, Fotokopie  (N.) Kopierapparat'	3	a	•	•	•		•	533	1
kopieren_2	4524	'kopieren, fotokopieren, Kopie, Fotokopie, Kopierapparat'	'(V.) kopieren, fotokopieren  (N.) Kopie, Fotokopie  (N.) Kopierapparat'	3	a				•		4524	1
Lift_1	588	'Lift, Aufzug, Fahrstuhl'	'(N.) Lift, Aufzug, Fahrstuhl  (V.) Lift fahren, den Lift nehmen'	3	a	•	•			•	588	1
Lift_2	8766	'Lift, Aufzug, Fahrstuhl'	'(N.) Lift, Aufzug, Fahrstuhl  (V.) Lift fahren, den Lift nehmen'	3	a			•	•		8766	1
nähe	605	'nahe, Nähe, bei, beim'	'(Präp.) bei, beim (räumlich)   (Adj.) nahe (räumlich)  (N.) Nähe (räumlich)  z.B. Der Bahnhof ist nahe vom Zentrum gelegen.'	3	a	•	•	•	•	•	605	1
neunte	6414	'9., neunte, neuntens, Neunte'	'(Ordinalzahl) neunte, neuntens (9.)  z.B. Preis, Rang, Stock  (N.) Neunte  z.B. Er war der Neunte, in der Rangliste.'	3	a	•	•	•	•	•	6414	1
oben	2370	oben	(Adv.) oben  	3	a	•	•	•	•	•	2370	1
Raum_1	313	'Raum, Zimmer, Saal'	'(N.) Raum, Zimmer  (N.) Saal'	3	a	•				•	313	1
Raum_2	1132	'Raum, Zimmer, Saal'	'(N.) Raum, Zimmer  (N.) Saal'	3	a		•	•			1132	1
Raum_3	7383	'Raum, Zimmer, Saal'	'(N.) Raum, Zimmer  (N.) Saal'	3	a				•		7383	1
sechste	3312	'6., sechste, sechstens, Sechste'	'(Ordinalzahl) sechste, sechstens (6.)  z.B. Preis, Rang, Stock, Wohnung  (N.) Sechste  z.B. Er war der Sechste, der sich bewarb.'	3	a	•	•	•	•	•	3312	1
siebte	1181	'7., siebte, siebente, siebtens, Siebte, Siebente'	'(Ordinalzahl) siebte, siebente, siebtens (7.)  z.B. Preis, Rang, Stock, Wohnung  (N.) Siebte, Siebente  z.B. Er war der Siebte, der sich bewarb.'	3	a	•	•	•	•	•	1181	1
Stockwerk	7108	'Stockwerk, Stock, Etage, Geschoss'	'(N.) Stockwerk, Stock, Etage, Geschoss'	3	a	•	•	•	•	•	7108	1
Treppe	1031	'Treppe, hinaufsteigen, hinaufgehen, hinuntersteigen, hinuntergehen'	'(N.) Treppe  (V.) (Treppe) steigen, gehen (hinauf / hinunter)'	3	a	•	•	•	•	•	1031	1
Tür_1	678	'Tür, Türe'	'(N.) Tür, Türe  z.B. Zimmertüre, Wohnungstüre'	3	a					•	678	1
Tür_2	8697	'Tür, Türe'	'(N.) Tür, Türe  z.B. Zimmertüre, Wohnungstüre'	3	a	•	•	•	•		8697	1
unten	2811	unten	'(Adv.) unten (räumlich)  z.B. unten, im Stockwerk unter uns'	3	a	•	•	•	•	•	2811	1
vierte	1925	'4., vierte, viertens, Vierte'	'(Ordinalzahl) vierte, viertens (4.)  z.B. Preis, Rang, Stock, Wohnung, Stelle, Kind  (N.) Vierte  z.B. Er war der Vierte in der Rangliste.'	3	a	•	•	•	•	•	1925	1
WC	694	'WC, Toilette, Abort, Klosett, Klo  austreten'	'(N.) WC, Toilette, Abort, Klosett, Klo, 'stilles Örtchen'  (V.) auf's WC gehen, austreten, urinieren, stilles Örtchen aufsuchen'	3	a	•	•	•	•	•	694	1
weisst_du? 	76	'Weisst Du?'	'(V., Interjektion) Weisst Du?, Kennst Du?'	3	a	•	•	•	•	•	76	1
weit	858	weit	'(Adj.) weit, weit weg (streckenmässig)  z.B. Distanz, Entfernung, Strecke'	3	a	•	•	•	•	•	858	1
welche	783	welche	'(Fragewort) welche? was für? (Frage nach Gegenstand, Art und Weise)  z.B. - Welche Farbe hat dein Auto? - Welches Velo gehört dir?'	3	a	•	•	•	•	•	783	1
zehnte	1928	'10., zehnte, zehntens, Zehnte'	'(Ordinalzahl) zehnte, zehntens (10.)  z.B. Preis, Rang, Stock  (N.) Zehnte  z.B. Er war der Zehnte in der Rangliste.'	3	a	•	•	•	•	•	1928	1
Zimmer_1	72	'Zimmer, Raum'	'(N.) Zimmer, Raum'	3	a		•	•		•	72	1
Zimmer_2	4571	'Zimmer, Raum'	'(N.) Zimmer, Raum'	3	a				•		4571	1
Zimmer_3	37	'Zimmer, Raum'	'(N.) Zimmer, Raum'	3	a	•					37	1
zweite	370	'2., zweite, zweitens, Zweite'	'(Ordinalzahl) zweite, zweitens (2.)  z.B. Preis, Rang, Stock, Wohnung, Stelle, Kind  (N.) Zweite  z.B. Er war der Zweite!'	3	a	•	•	•	•	•	370	1
bitten	8327	'bitten, bitte'	'(V.) (Befehl,Aufforderung) bitten, bitte (hohes Register)   z.B. - um Aufmerksamkeit/Verständnis bitten - um Hilfe bitten'	3	b	•	•	•	•	•	8327	1
Buch	491	Buch	(N.) Buch        	3	b	•	•	•	•	•	491	1
Computer	5119	'Computer, PC'	'(N.) Computer, PC'	3	b	•	•	•	•	•	5119	1
da_1	75	'da, besitzen, haben, vorhanden, anwesend, gibt, vorkommen'	'(Adv., Adj.) da, vorhanden sein, gibt, vorkommen  z.B. an diesem Ort: Er wohnt da! z.B. da sein, anwesend sein oder nicht: Keiner ist da! abwesend = NICHT DA!  (V.)  besitzen, haben (vor allem 1.Pers... Ein-Mehrzahl) z.B. Ich habe ein Auto.  '	3	b	•	•	•		•	75	1
DVD_1	1743	DVD	'(N.) DVD (Digital Video Device)  z.B. DVD CD, DVD Recorder (für TV und Computer)'	3	b			•	•	•	1743	1
DVD_2	1953	DVD	'(N.) DVD (Digital Video Device)  z.B. DVD CD, DVD Recorder (für TV und Computer)'	3	b		•				1953	1
DVD_3	4682	DVD	'(N.) DVD (Digital Video Device)  z.B. DVD CD, DVD Recorder (für TV und Computer)'	3	b	•					4682	1
Fernsehen	6308	'Fernseher, Fernsehgerät, Fernsehapparat, TV, fernsehen'	'(N.) Fernsehen, Fernsehgerät, Fernsehapparat, TV  (V.) fernsehen, Fernseh schauen, TV schauen'	3	b	•	•	•	•	•	6308	1
finden	5110	'finden, gefunden, herausfinden, entdecken, auffinden, <Fund>, <Entdeckung>'	'(V.) finden, gefunden, herausfinden, entdecken, auffinden   Notiz: In der Deutschübersetzung kann das Verb FINDEN auch als Nomen (der Fund, die Entdeckung) verwendet werden.'	3	b	•	•	•	•	•	5110	1
Flip-Chart	1744	Flip-Chart	'(N.) Flip-Chart (grosser Papierblock, an einem Gestell befestigt, Blätter können nach oben umgeschlagen werden, für Präsentation, Schulung, Unterricht)'	3	b	•	•	•	•	•	1744	1
gut	93	gut	'(Adj.) gut (allg. Zustand, Qualität, Ergebnis, usw.)  z.B. Arbeit, Gesundheit, Apparat  (Interjektion, Rückmeldung) Gut!  z.B. Machst du das bitte? Ja ist gut!'	3	b	•	•	•	•	•	93	1
Hellraumprojektor	586	Hellraumprojektor	(N.) Hellraumprojektor	3	b	•	•	•	•	•	586	1
hier	585	'hier, da '	'(Adv.) hier, da, an diesem Ort  '	3	b	•	•	•	•	•	585	1
holen	71	holen	(V.) holen  Hinweis: Je nach Gegenstand und Handhabung wird das Verb 'HOLEN' flektiert.    	3	b	•	•	•	•	•	71	1
Kasten	575	'Kasten, Schrank'	'(N.) Kasten, Schrank'	3	b	•	•	•	•	•	575	1
kennen_1	8328	'kennen, auskennen, bekannt, vertraut '	'(V.) kennen (Person, Gegend, Geschichte usw.)  z.B. sich auskennen, bekannt sein mit, vertraut sein mit, 'eine Ahnung haben von''	3	b	•	•	•		•	8328	1
kennen_2	4519	'kennen, auskennen, bekannt, vertraut '	'(V.) kennen (Person, Gegend, Geschichte usw.)  z.B. sich auskennen, bekannt sein mit, vertraut sein mit, 'eine Ahnung haben von''	3	b				•		4519	1
Lampe	2217	'Lampe, Licht, anzünden, anschalten, einschalten'	'(N.) Lampe, Licht (Deckenlampe)  (V.) Lampe anzünden, anschalten, einschalten'	3	b	•	•	•	•	•	2217	1
Leinwand_1	1028	'Leinwand, Projektionswand'	'(N.) Leinwand, Projektionswand  z.B. für Hellraumprojektor, im Kino'	3	b			•		•	1028	1
Leinwand_2	8705	'Leinwand, Projektionswand'	'(N.) Leinwand, Projektionswand (z.B. Kino)'	3	b		•				8705	1
Leinwand_3	4528	'Leinwand, Projektionswand'	'(N.) Leinwand, Projektionswand  z.B. für Hellraumprojektor, im Kino'	3	b	•			•		4528	1
nehmen	4130	'nehmen, wegnehmen, entfernen'	'(V.) nehmen (allgemein, Grundform)  Notiz: einen unbestimmten Gegenstand nehmen, nicht definiert wie, was, woher etwas genommen wird.'	3	b	•	•	•	•	•	4130	1
Papier	1025	Papier 	'(N.) Papier, ein Blatt Papier (Oberbegriff, Ein- oder Mehrzahl)'	3	b	•	•	•	•	•	1025	1
Papierkorb_1	4538	Papierkorb	(N.) Papierkorb	3	b	•		•	•	•	4538	1
Papierkorb_2	1030	Papierkorb	(N.) Papierkorb	3	b		•				1030	1
Pflanze	1029	'Pflanze, Gewächs'	'(N.) Pflanze, Gewächs (Zimmer- oder Gartenpflanze)'	3	b	•	•	•	•	•	1029	1
Pult	628	'Pult, Schreibpult, Schulpult'	'(N.) Pult, Schreibpult, Schulpult'	3	b	•	•	•	•	•	628	1
Schlüssel	658	Schlüssel	'(N.) Schlüssel (nur im konkreten Sinn: Gegenstand, mit dem ein Schloss geöffnet/geschlossen wird)'	3	b	•	•	•	•	•	658	1
Schreibtelefon_1	651	'Schreibtelefon, Telescrit, schreibtelefonieren'	'(N.) Schreibtelefon, Telescrit  (V.) schreibtelefonieren  '	3	b		•	•		•	651	1
Schreibtelefon_2	4492	'Schreibtelefon, Telescrit, schreibtelefonieren'	' (N.) Schreibtelefon, Telescrit  (V.) schreibtelefonieren'	3	b				•		4492	1
Schreibtelefon_3	4743	'Schreibtelefon, Telescrit, schreibtelefonieren'	'(N.) Schreibtelefon, Telescrit  (V.) schreibtelefonieren'	3	b	•					4743	1
Stuhl	1024	Stuhl	'(N.) Stuhl (Holz-, Metall-, Bürostuhl etc.)'	3	b	•	•	•	•	•	1024	1
suchen	331	suchen	'(V.) suchen  z.B.  - nach dem Täter suchen - einen Gegenstand suchen, der vermisst wird  '	3	b	•	•	•	•	•	331	1
Tisch	680	'Tisch, Tafel'	'(N.) Tisch, Tafel  z.B. an eine gedeckte Tafel setzen'	3	b	•	•	•	•	•	680	1
Video	7089	'Video, <Videogerät>'	'(N.) Video (Oberbegriff für Thema Video, Videogerät, Schnittplatz etc.)  oft kombiniert: VIDEO+GERÄT = Videorecorder VIDEO+SCHNEIDEN = Video schneiden'	3	b	•	•	•	•	•	7089	1
Videorecorder	8730	Videorecorder	(N.) Videorecorder	3	b	•	•	•	•	•	8730	1
Wandtafel	8715	'Tafel, Wandtafel, Schultafel'	'(N.) Tafel, Wandtafel, Schultafel'	3	b	•	•	•	•	•	8715	1
wieviel	361	wieviel	(Adj. Fragewort) wieviel?	3	b	•	•	•	•	•	361	1
wohin?_1	779	wohin?	'(Adv., Fragewort) Wohin?  z.B. Wohin gehst Du?'	3	b	•		•	•	•	779	1
wohin?_2	8723	wohin?	'(Adv., Fragewort) wohin?  z.B. Wohin gehst Du?'	3	b		•				8723	1
zeigen	698	'zeigen, vorzeigen, vormachen, vorstellen, präsentieren'	'(V.) zeigen, vorzeigen, vormachen, vorstellen, präsentieren'	3	b	•	•	•	•	•	698	1
Bäckerei	1036	'Bäckerei, <Bäcker>'	(N.) Bäckerei  Kombination: Bäcker = BÄCKEREI + PERSON	3	c	•	•	•	•	•	1036	1
